ID,IssueDateTime,DeclarationOfficeID,ProcessType,TransactionNature,Type,PaymentType,BorderTransportMeans,DeclarerID,ImporterID,SellerID,ExpressID,ClassificationID,ExportationCountry,OriginCountry,TaxRate,DisplayIndicator,DutyRegime,TotalGrossMassMeasure(KG),AdValoremTaxBaseAmount(Won),Fake
12990513,2020-01-31,30,B,11,11,18,10,H78XGWF,4BT9R3R,F0FZJRS,,2903799000,IN,IN,0.0,FIN1,Y,20000.0,14644000.0,0
29966286,2020-01-31,20,B,89,21,11,10,6EAU8FT,YYIEYWP,IUW8U8Z,1BQCLX,8532220000,JP,JP,0.0,C,G,2922.0,2652591.6,0
31911214,2020-01-31,30,B,11,21,11,10,OZB7KED,BY1RZTI,7SWQNN3,,3923100000,JP,CN,6.5,C,Y,100.0,320.0,0
70681959,2020-01-31,40,B,11,11,18,40,UU11P5G,UNV894Z,3WBROKL,,8529101000,US,US,0.0,FUS1,G,12.0,16616.4,0
25821815,2020-01-31,40,B,11,21,11,10,D8H8J51,9B57ONL,65PX0KP,,3926909000,CN,CN,3.9,FCN1,S,21.0,12.6,0
36187968,2020-01-31,20,B,15,21,11,40,LMAMV8S,JF9VQ2H,W4BB8VZ,,8543704010,CN,CN,8.0,A,E,906.2,2578501.48,0
58798662,2020-01-31,40,B,11,21,43,40,43MSLZK,N3EIGLG,,,8436990000,CN,CN,8.0,A,B,116.7,36538.77,0
20085596,2020-01-31,12,B,11,21,11,40,5U5EWL2,FZL4KG0,4PL04LV,,5609003000,CN,CN,3.2,FCN1,E,352.2,21484.2,0
92187878,2020-01-31,30,B,11,21,0,10,RBKRC5B,4GA8VFG,JWWXJCR,,8543709090,US,JP,8.0,A,G,24.0,604.8,0
55371268,2020-01-31,20,B,11,21,18,10,PF1L1IG,43NMQHT,MO1U0X0,VZIZJJ,4414000000,CN,CN,8.0,A,Y,294.0,20962.2,0
78719169,2020-01-31,10,B,11,26,43,10,TYQY9BY,GPZDF5K,ZFK0MQ6,,910111000,CN,CN,377.3,W2,Y,24000.0,4512000.0,0
56356887,2020-01-31,20,B,11,21,14,90,RA0RW80,RP4N14R,OZFPHH2,,1605542099,VN,VN,0.0,FVN1,S,500.0,470750.0,0
69472194,2020-01-31,20,B,11,21,43,40,A7POIBB,E35YDWG,NV8ZA8S,W6UCD9,8536699000,CN,CN,4.8,FCN1,Y,430.0,30143.0,0
33061938,2020-01-31,30,B,11,21,11,40,PF1L1IG,PH1O8C5,RZM2Z77,,9405102000,DE,DK,0.0,FEU1,S,15.0,11434.5,0
20774563,2020-01-31,40,B,11,21,13,10,F463TSU,5LWXPOZ,BIGHUWD,,8529909990,CN,CN,0.0,CIT,G,30.0,54.0,1
91528400,2020-01-31,40,B,11,21,11,40,TWNONMM,6CZSA0H,G4NYBGJ,,8431499000,CN,CN,0.0,C,E,16977.0,2212103.1,0
61305338,2020-01-31,20,B,11,11,11,10,7OSA8BP,UJL7ZDO,1JZQXUR,,3205009000,CN,US,6.5,C,Y,226.8,862089.48,1
24548639,2020-01-31,40,B,11,21,11,10,DWNJQL8,K3O6EJW,D2MON11,MWIDNS,6307909000,CN,CN,10.0,A,E,12.0,27.6,0
95107421,2020-01-31,20,B,93,21,18,40,SPKIA9H,4Q0NY2E,QBXN07C,,9018909090,DE,DE,8.0,A,Y,1.0,50.3,0
24320348,2020-01-31,40,B,11,21,11,10,YE6VVXT,KOQU6YC,YR7PDNB,,5205331000,VN,VN,0.0,FAS1,E,18144.0,26878521.6,0
83768069,2020-01-31,40,B,11,21,43,10,DWNJQL8,FSSR11R,Z64QME2,,2811210000,CN,CN,5.5,C,E,19.0,3556.8,1
83655960,2020-01-31,40,B,11,21,11,40,SV1VZBU,USZKXON,6K4T2VN,M42A38,8516100000,CN,CN,8.0,A,B,3.0,2001.0,1
56298438,2020-01-31,40,B,11,21,11,40,OG229AP,QA2U6XS,,,8536699000,US,US,8.0,A,G,35.0,2453.5,0
10713867,2020-01-31,20,B,11,21,11,40,PHUJS9H,AVIMVMG,NCR0DG5,3JLK6O,7801109000,IN,IN,3.0,A,Y,99340.0,103005646.0,0
87986438,2020-01-31,20,B,11,21,11,10,1HOMGVB,J1QD5ZU,6V92VZG,,8708910000,CN,CN,5.6,FCN1,B,1621.6,142538.64,0
35882813,2020-01-31,20,B,11,21,11,10,QZE38LM,7KGLWW5,S47A7YW,,8703401000,JP,JP,8.0,C,S,1600.0,10697600.0,0
49899501,2020-01-31,10,B,11,21,14,50,UN8ZIU6,L0O76J5,SHNG72L,,3918101000,CN,CN,0.0,FCN1,E,3240.0,633420.0,0
30503280,2020-01-31,20,B,11,21,18,10,7360PFF,DWIFQNW,B5QSCYQ,,3907202000,CN,CN,3.9,FCN1,E,5600.0,3679760.0,0
81053908,2020-01-31,20,B,11,21,11,40,8EF0CRI,AJHZK5N,CF40W7T,,3926909000,CN,CN,3.9,FCN1,Y,280.0,168.0,0
27596124,2020-01-31,20,B,11,21,11,10,ZZ8KPP4,C5VA6G0,O9QXSRZ,LM3SJ4,7321190000,CN,CN,5.6,FCN1,Y,3086.5,1578744.75,1
82285279,2020-01-31,10,B,87,21,11,10,9Y1EXB4,5P0TKC1,EFXUOR5,,706101000,CN,CN,0.0,A,E,72000.0,10944000.0,0
13216312,2020-01-31,20,B,11,21,11,10,6YV2O43,WYRKHJU,GJKSF2X,,9403309000,CN,CN,0.0,C,B,1815.0,1815.0,0
87404505,2020-01-31,14,B,11,21,11,10,YBWV8P1,WU2206R,SE98WST,,8205599000,HK,HK,8.0,A,G,5.0,87.5,0
21461119,2020-01-31,40,B,11,21,11,40,C6MLPCX,9AZAAXB,FIJQJKO,,8422902000,CN,CN,3.2,FCN1,G,25.0,36510.0,1
16712619,2020-01-31,20,B,11,21,43,10,6YUJFSC,PVJN87R,2QRESAX,,3824999090,JP,JP,6.5,C,E,1600.0,20000.0,0
84436312,2020-01-31,20,B,11,21,11,10,1XCM1XF,0MSM71D,FQ7PF3J,,8538909000,US,IN,8.0,A,E,0.2,4.0,0
52343986,2020-01-31,40,B,96,21,11,40,IX3O6X6,8B3VS8H,IGX7IH8,W6UCD9,8418999000,CN,CN,0.0,FCN1,E,11000.0,954800.0,1
57306715,2020-01-31,40,B,11,21,43,40,D0QBCYM,L4OE2DV,,,7204490000,KR,KR,0.0,A,E,51320.0,138564.0,0
42011604,2020-01-31,20,B,94,21,11,50,0PRQNY7,Z2BMJ1E,0F47USG,,2106909099,BE,DE,0.0,FEU1,G,18480.0,2337720.0,0
55533204,2020-01-31,13,B,89,21,11,40,18ZMSJ0,AIM645W,JHETKMI,,6204629000,CN,CN,13.0,A,Y,60.0,8418.0,0
18759975,2020-01-31,40,B,15,19,14,10,RZXCX7U,RJJSVXS,OPDIG5F,,8543909090,US,CN,8.0,A,B,1.6,28.960000000000004,1
66946492,2020-01-31,30,B,11,21,11,10,37ZL1DV,HCA0M26,HB34OY1,,1302199099,CN,CN,8.0,A,B,100.0,19760.0,1
29500831,2020-01-31,20,B,11,21,11,40,A9QKW2W,8W3B0O0,FRELKEF,W6UCD9,8703239010,US,US,0.0,FUS1,B,1978.0,12703705.0,0
27465353,2020-01-31,62,B,11,21,11,10,ZQLV58T,BK0UJ2R,71Z69CJ,,7117199000,JP,FR,8.0,A,S,0.1,0.18,0
11740427,2020-01-31,30,B,87,21,43,40,R52WILO,L9X0PE1,4UKVARP,,7404000000,TH,TH,0.0,A,G,40086.0,236507.4,0
65592059,2020-01-31,10,B,11,11,11,50,L234JPC,2CCZQY4,SFNSOTJ,,2918191010,CN,CN,0.0,FCN1,Y,500.0,962550.0,0
92889474,2020-01-31,40,B,11,21,11,10,6LV96I6,DH9KCIS,709KV5E,,8479829000,FR,FR,0.0,FEU1,E,18.7,15805.24,0
10401851,2020-01-31,40,B,94,21,11,10,69Z0KLV,Q4KGYLH,L85FYMY,,8547200000,VN,KR,8.0,A,B,85.0,54434.0,0
52021949,2020-01-31,40,B,11,21,11,10,SV1VZBU,4FTUSZ7,AHDYYMH,,9018391000,PH,PH,0.0,FAS1,Y,534.9,605774.25,0
37806673,2020-01-31,152,B,15,21,43,40,Z9575WL,QYEUTKA,X568Y4T,AT1AU0,3926909000,DE,DE,0.0,FEU1,S,650.0,390.0,1
73166018,2020-01-31,30,B,21,21,11,40,8TPRV05,H5P6BDM,SX4V7MS,3CVNQ1,9405500000,CN,CN,3.2,FCN1,E,864.0,118022.4,0
11522830,2020-01-31,40,B,83,21,11,90,B575QI9,VNNAVTT,47TGO99,,8536902000,US,MX,8.0,A,E,0.2,165.9,0
73547638,2020-01-31,30,B,11,21,43,40,1PHGMO7,RRFSILR,WPE9IK0,,8504409099,CN,CN,4.0,E1,B,3130.7,1365611.34,0
46928193,2020-01-31,40,B,11,21,14,40,6APLI65,QXGYEUF,PTGAIHC,VZIZJJ,4407111000,RU,RU,5.0,A,G,49139.0,6152202.8,0
49753755,2020-02-01,40,B,11,21,11,10,L77JJEG,M5KYBBQ,1PBKO2S,,8501520000,SI,HU,0.0,FEU1,G,1465.0,20656.5,1
31493568,2020-02-01,40,B,11,21,11,30,SPABBOB,WNHMP80,,MWIDNS,8501520000,DK,CZ,0.0,FEU1,E,7025.4,99058.14,0
86973660,2020-02-01,12,B,11,21,11,40,K3HCKNK,BVLT39W,7R5OHEW,,3824999090,JP,JP,6.5,C,G,1600.0,20000.0,0
85914868,2020-02-01,40,B,11,21,18,40,ZA03N3Z,XN4QT3N,AFDWILU,,8477102000,JP,JP,8.0,A,B,27824.0,14771761.6,0
68501943,2020-02-01,20,B,11,21,11,10,LXMBV21,RE7NUH4,4VMRI9B,,5209320000,CN,CN,0.0,FCN1,E,6543.0,8830432.799999999,0
76125782,2020-02-01,40,B,11,21,11,40,8MTRQLF,LILE28O,,,3926400000,US,CN,6.5,C,E,10.0,39.0,1
65294713,2020-02-01,20,B,11,21,11,10,AX4CW6G,R4NG4YX,6WIUZQE,3JLK6O,9506391000,CN,CN,2.4,FCN1,G,210.0,112014.0,0
86861475,2020-02-01,40,B,11,21,14,40,1AUAZUK,WWGK1GZ,4E5DWHH,,603140000,VN,VN,7.5,FVN1,G,7200.0,4774320.0,0
71377541,2020-02-01,40,B,87,21,18,50,SWF9S4X,5VSL3DH,JJ9K0O4,,9405999000,CN,CN,8.0,A,S,63.8,2181.96,1
13460305,2020-02-01,40,B,11,11,43,10,WRS98AF,CEURJVA,C0UG0OI,,6206401000,CN,CN,6.5,E1,E,160.0,3056.0,1
37633639,2020-02-01,30,B,94,13,14,10,2PDED6U,8XVLSAW,X3S3PP4,,3808921000,CO,CO,0.0,P3,B,156000.0,384711600.0,0
98518168,2020-02-01,80,B,11,21,11,40,O4RTZZ1,82NUT95,NIN7R2J,MWIDNS,3923290000,CN,CN,3.4,FCN1,E,17.0,134.3,0
47722069,2020-02-01,56,B,11,11,11,10,UQ56NQP,R03H1PC,N7UZR70,,6202120000,CN,CN,13.0,A,B,2.0,1278.4,1
87388042,2020-02-01,20,B,29,21,11,10,NRZMBM4,RD8P489,HXD9M4G,,9503003990,JP,JP,0.0,C,S,3.0,1.7999999999999998,1
77080839,2020-02-01,81,B,11,21,18,10,IANZHX5,80FA94L,ZR51MQY,,8414109090,VN,US,8.0,A,S,77.0,4519.900000000001,0
29097893,2020-02-01,40,B,11,21,33,10,KR2RD7C,XURQ7NO,XF34IOQ,,8414519000,IT,IT,0.0,FEU1,B,53.1,21494.88,0
41778892,2020-02-01,40,B,11,11,11,10,RBKRC5B,GUGSKZH,HYDP1G8,,4707100000,US,US,0.0,A,Y,92352.0,720345.6,0
30131272,2020-02-01,20,B,11,21,11,10,HFSDVQD,SYUUEFD,DV8AC0M,FTHR76,8544422010,CN,CN,0.0,C,S,44.0,2450.8,0
44768400,2020-02-01,40,B,11,21,13,40,A28MFR3,4GQAW56,3UMCAA1,,8421999099,DE,DE,0.0,FEU1,S,1918.0,11124.4,0
34148921,2020-02-01,40,B,87,21,43,10,1XTT3K3,K81R3R2,4K27ED0,,803900000,GT,GT,30.0,A,B,16000.0,1680000.0,0
11366623,2020-02-02,40,B,11,21,11,40,OG229AP,IDH3ODU,Z64QME2,N7NYF0,8542391000,SG,TW,0.0,C,Y,1.4,58.51999999999999,0
33180809,2020-02-02,20,B,94,21,43,10,OGSN7P6,YVCGDWX,V8JI0BD,,4009420000,US,CN,8.0,A,E,5.0,40.0,0
23128796,2020-02-02,40,B,11,21,11,10,ZUNH69S,P01PBL4,D2MON11,GVKCEG,2103909090,CN,CN,44.5,FCN1,S,20000.0,540000.0,0
13732745,2020-02-02,16,B,87,21,11,40,VYTOBWO,1UN4616,GSQ402E,,4202311090,FR,IT,8.0,A,G,77.0,96149.9,1
84642658,2020-02-02,40,B,11,21,11,50,12WCE9E,TEW9MO4,MAPWMGG,,8414519000,CN,CN,0.0,FCN1,E,4232.0,1713113.6,0
78709446,2020-02-02,16,B,11,21,18,10,8Z9K95P,ENB9UB1,ATXX2KP,,8526919090,CN,IT,3.3,C,S,215.0,3148610.5,1
95803601,2020-02-02,40,B,11,21,11,40,H2G19HJ,9TUN4VK,UJUFCRR,,3926909000,CN,CN,3.9,FCN1,S,154.0,92.4,1
87675710,2020-02-02,30,B,88,21,14,40,MKP9Y8X,7L5EOS4,OAPBJPZ,SRWBGK,8523491011,DE,DE,0.0,A,B,1.0,110.2,0
30523146,2020-02-02,90,B,92,21,11,40,DB9B0VN,3SIFUMX,EKG9KZJ,L31COG,9503003911,CN,CN,0.0,FCN1,E,100.0,14919.999999999998,0
76571408,2020-02-02,20,B,85,21,11,10,08TXFBU,5DFZ5MZ,F2SD6OI,N7NYF0,6109903090,CN,CN,13.0,A,Y,15.0,3762.0,0
44167694,2020-02-02,62,B,11,21,43,10,H3RWZG0,PAQMVE2,69OJUBS,,3926909000,CN,CN,6.5,C,E,84.0,50.4,0
90722176,2020-02-02,20,B,11,21,11,10,S1N2WHR,X8RZ7W3,0NOE9IG,,3904100000,BE,BE,0.0,FEU1,B,508200.0,48075720.0,0
73043062,2020-02-02,30,B,94,21,14,10,XGQYKRL,S4Y98CB,IVYMXMI,,9027802090,US,US,0.0,FUS1,Y,5.0,16293.5,0
11647371,2020-02-02,30,B,11,21,11,40,XGAIPZH,B3LLNTZ,7279TT5,,3209909019,JP,JP,6.5,C,E,18.0,16567.2,1
74993911,2020-02-02,30,B,11,26,11,10,FI9N1BX,OWADPTW,WFQJJE8,W6UCD9,2930909099,KR,CN,6.5,C,G,0.1,53.3,0
23848865,2020-02-03,20,B,11,11,11,10,S1N2WHR,7YG9JKH,7PN0VA5,,910111000,CN,CN,377.3,W2,E,7000.0,1316000.0,1
29818581,2020-02-03,40,B,11,21,11,40,AZI5L7O,P5JA1KA,YRN3FF6,W6UCD9,3924909000,CN,CN,0.0,FCN1,S,57.0,62.7,0
32514750,2020-02-03,20,B,11,21,11,10,OZB7KED,PCA23WN,Z64QME2,,9506391000,CN,CN,2.4,FCN1,E,210.0,112014.0,0
16351581,2020-02-03,20,B,11,21,11,10,6LV96I6,DTBL7MH,7PN0VA5,,710807000,CN,CN,27.0,A,E,120000.0,31824000.0,0
78638285,2020-02-03,20,B,11,21,11,10,6LV96I6,PT98SSF,GV4KUH5,,8486901010,JP,JP,0.0,CIT,E,14.6,20732.0,0
27226549,2020-02-03,20,B,11,21,11,10,4NJOZ3J,FEL4EO1,,,7404000000,KR,KR,0.0,A,E,19627.0,115799.3,1
44209526,2020-02-03,40,B,11,26,11,10,9JP0AGU,N6FK304,WPE9IK0,,3004901000,SG,GR,8.0,A,E,5.4,29666.520000000004,1
12885828,2020-02-03,40,B,11,26,11,10,0597DNU,RQKL0U3,,,710807000,CN,CN,27.0,A,E,100000.0,26520000.0,1
77183146,2020-02-03,40,B,11,21,11,10,6V0LO4Q,06W6MIO,KILND1W,,9401799000,CN,CN,0.0,C,E,2016.0,48182.4,0
85554092,2020-02-03,20,B,11,21,18,40,IBG3A46,595OH6L,FQKH1PD,,7602000000,LB,AE,0.0,A,G,18165.0,178017.0,0
57507789,2020-02-03,40,B,11,21,11,10,1XCM1XF,M9ZBBJO,,,3811210000,US,US,0.0,FUS1,E,7850.0,8415985.0,0
85752544,2020-02-03,30,B,11,21,11,10,PF1L1IG,PVL9LKH,C90YMTK,,4202999000,CN,CN,8.0,A,E,33.3,323.00999999999993,0
78270591,2020-02-03,40,B,11,21,11,10,AX4CW6G,LM0JI24,XUR1GYY,,9401809000,NL,DE,0.0,C,G,65.0,78.0,1
54297457,2020-02-03,30,B,11,21,11,10,QAPTCZY,TZZDAT5,FRACLO7,,5603119000,CN,CN,3.2,FCN1,Y,713.0,137751.6,0
31225775,2020-02-03,40,B,11,21,11,10,DO8IOFX,IJB6KCP,CRNHQJ1,,6109101000,CN,CN,6.9,FCN1,Y,383.4,5981.04,0
37692923,2020-02-03,20,B,11,21,11,40,OQY4ZUC,9WWZ1D3,N4I6XW6,,3926909000,CN,CN,6.5,C,E,12.0,7.199999999999999,0
97375551,2020-02-03,30,B,11,21,11,10,ZN0A109,GKTLEES,3EVLVZQ,,8507909000,CN,CN,8.0,A,Y,10.1,54.54,0
73969596,2020-02-03,12,B,93,21,11,10,NZYZ967,7QSL0OY,Y75P96X,,7612909030,CA,CA,8.0,A,G,20.0,292.0,0
49525366,2020-02-03,40,B,11,21,11,30,U915W03,YPBOOSU,QHXOFUI,,6110200000,CN,CN,13.0,A,Y,11.0,290.4,1
37939080,2020-02-03,20,B,87,13,14,10,IP2CUKX,0H58HO6,S7HRDOQ,VZIZJJ,2707999000,ZA,ZA,5.0,A,G,20010.0,10773384.0,0
82585986,2020-02-03,20,B,11,11,43,40,UFO3ZSU,64VVTJR,UX4NJ8S,,7606120000,CN,CN,5.6,FCN1,E,10241.0,6123093.899999999,0
60677868,2020-02-03,20,B,11,21,11,10,OG229AP,MF7IJWC,5ST69R2,,4602120000,CN,CN,8.0,A,Y,100.0,38970.0,0
99466042,2020-02-03,40,B,11,21,11,10,97ELD50,874D1MO,IZ68PHT,5I78ZR,7104901090,CN,CN,0.0,FCN1,Y,188.0,570486.0,0
84721645,2020-02-03,40,B,11,21,43,10,AZI5L7O,JZX9JVP,5O14MWV,,8531902000,US,US,0.0,CIT,G,500.0,155200.0,0
98855533,2020-02-03,13,B,11,21,11,40,YEVMXEV,A4I62SO,7JUUMOF,,7326909000,KR,US,8.0,A,E,2.0,3.0,0
99481858,2020-02-03,20,B,11,15,11,10,SPUZ923,ZN046FV,SPNQCD4,W6UCD9,4407195000,JP,JP,5.0,A,S,22680.0,4619916.0,0
28646646,2020-02-03,13,B,11,21,11,40,YHIG68I,IXF2G2F,JKN1GOM,,5702920000,CN,CN,4.0,FCN1,S,890.0,423195.0,0
14580722,2020-02-03,13,B,11,21,11,10,9JP0AGU,S95RAMD,KWAJ415,,8481801090,CN,CN,3.2,FCN1,B,3397.2,198736.2,0
32782257,2020-02-03,20,B,87,21,11,40,K8W9S8E,AZT82S8,,MWIDNS,8504405010,CN,CN,0.0,CIT,B,0.4,278.72,0
81046596,2020-02-03,20,B,11,21,11,40,5U5EWL2,EK01DLU,IXHGLHQ,,4414000000,CN,CN,8.0,A,E,7.0,499.1,1
70035938,2020-02-03,40,B,11,21,43,10,YE6VVXT,MG77MTE,X2XVDWP,,8203209000,CN,CN,0.0,FCN1,G,56.0,21481.6,0
49703756,2020-02-03,16,B,94,21,11,10,E0AGTLM,Y6MH4RM,DH61ZFB,,4820100000,CN,CN,0.0,C,Y,1375.0,26537.5,1
96562278,2020-02-03,20,B,11,11,11,40,UTNPOCA,61WVC2L,,,8531901000,US,MX,0.0,CIT,E,366.6,883652.6400000001,1
31164735,2020-02-03,40,B,11,21,11,40,0ZQ0PIC,R7AQTSI,,,8414599000,SG,CN,8.0,A,G,0.8,51.28,0
95125913,2020-02-03,20,B,11,21,11,10,1XCM1XF,DTBL7MH,IU5QO7Q,,710802000,CN,CN,27.0,A,E,24000.0,7036800.0,0
11899887,2020-02-03,12,B,100,21,33,10,XGAIPZH,UQOLNEQ,KZ4BXSS,,2923201000,CN,CN,0.0,FCN1,G,14400.0,8195040.0,0
85657561,2020-02-03,20,B,29,21,11,40,IYDJ16G,D48ICKK,S18X2BI,,7616999090,NL,SE,0.0,FEU1,E,3991.1,49888.75,0
81131038,2020-02-03,30,B,11,21,11,40,9H8F77Y,FDWN5RC,1TOY69V,,9031909000,US,US,0.0,FUS1,G,0.4,5.2,0
39262941,2020-02-03,20,B,11,26,11,10,4ZFQFRO,XOTCVB9,O9QXSRZ,,8302100000,CN,CN,0.0,FCN1,B,21631.5,949622.85,1
11538690,2020-02-03,40,B,11,21,12,40,NMUDCWY,A356P0G,UNCISOP,,4202921090,CN,CN,3.2,FCN1,Y,450.0,270.0,0
18484046,2020-02-03,40,B,11,21,43,10,EFJR7PT,206WMTU,,,7602000000,US,US,0.0,A,E,19622.0,192295.6,0
76382407,2020-02-03,33,B,11,26,11,10,QX23EJV,I5B5OWO,0L6XPF5,,8703231010,GB,GB,0.0,FEU1,S,1821.0,6694542.300000001,0
26626566,2020-02-03,20,B,11,21,11,10,YAHFNQL,4ALJKM3,JWUHFOD,,3916200000,SG,ES,6.5,C,G,2010.0,314565.0,1
89984393,2020-02-03,40,B,11,21,14,40,922F3FI,U6FK8LA,122L9Y0,,8529909910,HK,CN,0.0,C,E,10.5,41648.25,0
56221602,2020-02-03,30,B,11,11,11,10,TUP3TAP,MQWO1N5,,,9001200000,KR,KR,0.0,C,E,2.6,896.22,0
97599679,2020-02-03,16,B,11,21,11,40,F463TSU,ZPXXIXB,EQQD6H2,,9018398000,US,MX,8.0,A,S,3.5,499.1,0
42750887,2020-02-03,40,A,87,21,18,10,I78QFXO,FVYTXI6,B6YNPBO,W6UCD9,202201000,US,US,16.0,FUS1,E,10239.4,5011162.359999999,0
33949117,2020-02-03,40,B,11,21,14,10,IR2GN3Q,MYHZD74,BJ5AHCT,,8414519000,CN,CN,0.0,FCN1,E,1169.8,473535.04,0
65737767,2020-02-03,30,B,11,11,11,10,1XTT3K3,HSEXI2S,,MWIDNS,9001200000,KR,KR,0.0,C,E,2.6,896.22,0
79641288,2020-02-03,40,B,11,21,11,40,4NJOZ3J,GZ3BUSR,7PN0VA5,VZIZJJ,8479909050,IT,IT,0.0,FEU1,B,26.8,12100.2,0
10953508,2020-02-03,40,B,11,21,11,10,6LV96I6,1ZNY80M,,,3304991000,US,US,0.8,FUS1,E,837.4,149140.94,0
54930336,2020-02-03,40,B,89,12,18,50,DOA1EGY,BKBI41C,UHZS4RY,,4601991000,CN,CN,8.0,A,S,34.0,64457.2,1
96153576,2020-02-03,20,B,11,21,18,10,LWOBIKP,AUI5BKN,TGFQRBB,W6UCD9,2005991000,CN,CN,20.0,A,B,24000.0,1540800.0,0
88130844,2020-02-03,20,B,87,21,43,10,3XYU5JE,E1A2WUM,KMQOE8J,,7214201000,JP,JP,0.0,C,G,401100.0,77733180.0,0
51168124,2020-02-03,20,B,11,21,11,10,DWNJQL8,36MQDDC,EW20X0G,,4911919000,FR,FR,0.0,C,G,105.0,5659.5,0
60876967,2020-02-03,40,B,11,11,43,10,HK3I8L2,1ZNY80M,,,3926909000,CN,CN,3.9,FCN1,E,716.0,429.6,1
39413856,2020-02-03,30,B,11,21,11,10,8XNBPP4,QZP3XHD,E44MM7Y,,8483409090,DE,DE,8.0,A,Y,320.0,108384.0,1
41199127,2020-02-03,82,B,11,21,0,20,SV1VZBU,IS3A0EH,0AO1KS8,,1302199099,CN,CN,5.2,FCN1,S,500.0,98800.0,0
95849652,2020-02-03,20,B,11,21,11,10,S1N2WHR,1ZNY80M,249LO7A,,2905122090,KR,KR,5.5,C,B,11000.0,2725800.0,0
59355789,2020-02-03,40,B,11,21,11,40,L0BFQ7J,9A7R4PI,6FI7BWX,,7117191000,CN,CN,8.0,A,E,0.2,13.64,0
28686924,2020-02-03,40,A,11,21,43,10,158PVN2,L66OJ3J,O0SS6LR,,8484200000,CN,CN,3.2,FCN1,Y,233.5,5393.85,0
90949050,2020-02-03,20,B,11,26,11,10,FHKA3XD,9ABMZGS,UQHMADE,,8413200000,CN,CN,0.0,FCN1,E,494.5,5983.45,1
29463372,2020-02-03,40,B,11,21,14,40,WBQKENF,SX4JOIL,QAB58H0,EIZP3I,8708999000,DE,DE,8.0,A,E,2.9,20.3,1
38984019,2020-02-03,20,B,94,21,11,40,LTMCLCO,1RUR499,HHXAYIW,VZIZJJ,7013990000,LT,LT,8.0,A,E,0.3,4.409999999999999,0
56020659,2020-02-03,20,B,11,21,11,40,4QJLUKY,P1HG15N,GZRAENV,,3924909000,CN,CN,0.0,FCN1,G,0.6,0.66,0
73899470,2020-02-03,30,B,11,21,11,10,9ZEZ28S,W0RGTOU,WYDI8CS,,806100000,CL,CL,0.0,FCL1,Y,14760.0,18436716.0,0
34446714,2020-02-03,40,B,11,21,11,40,BA7KAU9,T3VMVWS,GCPNHU7,,4203309000,US,VN,13.0,A,E,3.0,355.20000000000005,1
28931907,2020-02-03,40,B,11,21,11,40,0IULJ09,2761JC5,DR7BF9Z,,710807000,CN,CN,27.0,A,Y,60000.0,15912000.0,0
47851904,2020-02-03,20,B,11,21,43,10,PF1L1IG,0XGU895,7GMY86X,,6110301000,CN,CN,13.0,A,E,39.6,3674.88,0
44560338,2020-02-03,20,B,87,21,14,10,LP6EWRR,FXSEIJG,YACOQX7,,7117193000,CN,CN,3.2,FCN1,G,5.0,183.5,0
14773555,2020-02-03,40,B,11,21,18,40,FI9N1BX,VLJQNIG,PLX483B,W6UCD9,710807000,VN,VN,27.0,C,B,24300.0,6444360.0,0
51770072,2020-02-03,13,B,11,21,43,10,DGIRSXL,SFEVDPI,KDGD03Y,,6115990000,JP,JP,13.0,A,E,4.3,876.34,0
45839292,2020-02-03,40,B,11,21,11,10,6LV96I6,K69VVZR,2OQZJ37,,6802230000,IN,IN,5.0,FIN1,G,33789.0,1371833.4,0
10724149,2020-02-03,40,B,11,21,11,10,5U5EWL2,B4EDU27,T29D14Z,,8537109000,DE,DE,8.0,A,E,2.5,751.25,0
17832914,2020-02-03,20,B,11,21,11,10,EXFD59O,TFKC21F,25J4GFP,,8471509000,CN,CN,0.0,C,S,612.0,135680.4,0
93039658,2020-02-03,151,B,11,21,14,40,F6EHU8H,C6YD2Q6,XYX297H,,3920100000,MY,MY,0.0,FAS1,E,15196.8,582037.44,0
92252870,2020-02-03,62,B,11,21,11,40,90QOU11,N395FYY,26W89DR,,303670000,CN,RU,22.0,L,B,44000.0,15963200.0,0
97933635,2020-02-03,40,B,11,21,11,40,AB2TXFG,Y6QJCQW,1LNQ37W,,8479909090,CN,CN,8.0,A,E,180.0,40626.0,0
78925571,2020-02-03,20,B,11,21,11,10,DWNJQL8,BL1A531,COIXX7I,,9205903020,CN,CN,0.0,FCN1,G,300.0,99270.0,1
23782060,2020-02-03,16,B,89,21,11,90,D0QBCYM,8YBB689,9RIAL1K,,8504405090,CN,CN,3.3,C,Y,339.7,21095.37,0
58853836,2020-02-03,10,B,11,21,11,40,PF1L1IG,D2G5DRE,,,2005592000,CN,CN,20.0,A,Y,10380.0,5447423.999999999,0
38662407,2020-02-03,20,B,11,11,43,10,H3RWZG0,M5KYBBQ,4VMRI9B,,6214900000,KR,GB,8.0,A,E,1.3,193.18,0
34384231,2020-02-03,20,B,11,21,11,40,7DPBME9,1F48UEK,2VLL6L7,,3923290000,CN,CN,3.4,FCN1,G,17.0,134.3,0
37406552,2020-02-03,40,B,11,21,11,50,LIDFHWP,IKQVNGL,WRC110G,,2853902000,KR,CA,5.5,C,Y,0.8,177741.44,0
60286309,2020-02-03,20,B,11,21,11,40,OG229AP,K41G3HR,MS8P7IU,,9401699000,CN,CN,0.0,C,E,3878.0,278440.4,0
